,Match ID,Player ID,Rank,Rank Gain,Team,K,D,A,+/-,K/D,ADR,HS%,KAST,Rating,EF,FA,EBT,UD,FKD,FK,FD,FK as T,FD as T,FK as CT,FD as CT,Trade K,Trade D,Trade FK,Trade FD,Trade FK as T,Trade FD as T,Trade FK as CT,Trade FD as CT,1vX,1v5,1v4,1v3,1v2,1v1,3K+,5K,4K,3K,2K,1K
1,79000028,7656119919550161,10,1,1,25,18,7,7,1.40,69.2,56%,86.7%,1.35,29,0,70.4s,53,1,3,2,2,2,1,0,6,4,1,1,0,1,1,0,2,0,0,0,0,2,1,0,0,1,6,10
2,79000028,7656119885618154,9,0,1,24,23,6,1,1.00,86.5,25%,86.7%,1.28,0,0,0s,5,1,4,3,3,1,1,2,3,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,4,13
3,79000028,7656119900188016,9,0,1,24,23,9,1,1.00,92.1,33%,83.3%,1.29,43,2,116.6s,184,-2,3,5,2,2,1,3,6,4,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6,12
4,79000028,7656119841832965,9,0,1,15,24,5,-9,0.60,58.8,53%,73.3%,0.81,18,0,41.5s,99,-2,1,3,0,1,1,2,3,5,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,9
5,79000028,7656119815819957,12,0,2,29,22,8,7,1.30,106.2,66%,70%,1.39,25,1,43.2s,60,3,5,2,3,1,2,1,7,4,1,0,1,0,0,0,1,0,0,0,1,0,3,0,0,3,6,8
6,79000028,7656119816584364,12,0,2,27,22,4,5,1.20,86.8,30%,73.3%,1.28,4,1,9.4s,0,1,2,1,1,1,1,0,3,6,0,1,0,1,0,0,3,0,0,0,2,1,2,0,0,2,6,9
7,79000028,7656119907375149,6,0,2,19,22,6,-3,0.90,68.3,37%,73.3%,1.00,43,3,121.4s,43,-3,1,4,1,2,0,2,9,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,11
8,79000028,7656119907334046,11,0,2,17,26,5,-9,0.70,74.2,59%,60%,0.79,8,0,21.1s,0,-5,4,9,2,3,2,6,5,7,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,7,3
9,79000028,7656119828788810,8,0,2,13,29,6,-16,0.40,58.5,31%,60%,0.57,0,0,0s,0,2,2,0,1,0,1,0,4,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,6
0,79000027,7656119820264062,12,0,1,18,17,3,1,1.10,89.8,33%,70%,1.21,15,1,33.9s,121,-1,1,2,0,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,7
1,79000027,7656119816820373,11,0,1,18,18,2,0,1.00,93.2,61%,70%,1.19,10,0,42.4s,24,0,2,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,9
2,79000027,7656119826781677,12,0,1,13,17,2,-4,0.80,75.6,54%,50%,0.79,7,0,23.3s,82,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,5
3,79000027,7656119894551861,12,0,1,7,18,5,-11,0.40,57.3,43%,65%,0.57,12,0,28.5s,198,-2,0,2,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
4,79000027,7656119844491076,12,0,1,5,18,2,-13,0.30,44.8,20%,40%,0.25,3,0,10.6s,3,-9,0,9,0,8,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5,79000027,7656119898518942,12,0,2,21,9,1,12,2.30,84,33%,85%,1.63,13,0,29.5s,70,4,4,0,0,0,4,0,2,3,0,0,0,0,0,0,2,0,0,0,1,1,3,0,0,3,3,6
6,79000027,7656119893599481,13,1,2,23,13,2,10,1.80,135.7,43%,80%,1.75,9,0,17.6s,120,1,2,1,1,0,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,6,5
7,79000027,7656119808335716,13,0,2,20,15,2,5,1.30,99.3,25%,70%,1.37,5,0,21.5s,70,5,6,1,2,1,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,6
8,79000027,7656119881429099,12,0,2,16,13,2,3,1.20,85.9,50%,70%,1.21,17,0,48.8s,48,2,4,2,0,1,4,1,2,3,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,1,8
9,79000027,7656119881463125,11,0,2,7,13,3,-6,0.50,40.7,57%,75%,0.72,11,0,26.8s,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,5
0,79000026,7656119902715862,11,0,1,22,19,4,3,1.20,96,64%,70.8%,1.28,9,0,22.3s,35,-1,4,5,4,3,0,2,2,1,0,0,0,0,0,0,2,0,0,1,0,1,3,0,0,3,2,9
1,79000026,7656119909751925,11,0,1,19,15,2,4,1.30,91.3,16%,70.8%,1.24,1,0,1s,0,-1,1,2,0,1,1,1,2,0,1,0,1,0,0,0,2,0,0,0,0,2,2,0,0,2,3,7
2,79000026,7656119796082782,12,0,1,22,18,1,4,1.20,95.3,36%,66.7%,1.26,3,0,6.1s,195,1,3,2,1,0,2,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,6,7
3,79000026,7656119918372762,12,0,1,18,15,3,3,1.20,72.7,50%,79.2%,1.21,13,0,50.2s,187,-4,0,4,0,4,0,0,1,5,1,2,0,2,1,0,2,0,0,0,2,0,1,0,0,1,4,7
4,79000026,7656119914690396,11,0,1,10,20,3,-10,0.50,61.1,20%,50%,0.56,0,0,0s,0,-1,1,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
5,79000026,7656119817276439,10,0,2,22,19,5,3,1.20,94.2,27%,75%,1.31,20,1,44.4s,120,1,1,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,5,6
6,79000026,7656119804791383,12,0,2,18,18,2,0,1.00,78.7,17%,62.5%,1.03,7,0,13.8s,20,5,6,1,1,1,5,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,4,7
7,79000026,7656119899430872,11,0,2,18,20,4,-2,0.90,87.9,67%,62.5%,1.03,2,0,2.6s,161,-2,4,6,2,1,2,5,0,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,4
8,79000026,7656119821262143,8,0,2,13,18,4,-5,0.70,68,15%,62.5%,0.83,7,0,15.1s,0,0,1,1,0,1,1,0,3,4,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2,5
9,79000026,7656119884694695,11,0,2,15,19,2,-4,0.80,62.3,33%,62.5%,0.85,13,0,17.8s,25,2,3,1,2,1,1,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5
0,79000025,7656119879975306,11,0,1,14,18,3,-4,0.80,74.3,57%,54.5%,0.83,15,1,50.8s,245,-1,2,3,0,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,8
1,79000025,7656119886459125,10,0,1,14,21,3,-7,0.70,96,71%,59.1%,0.86,7,0,20s,186,-1,1,2,0,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,7
2,79000025,7656119884299708,12,0,1,13,21,0,-8,0.60,55.8,54%,50%,0.61,10,0,17.4s,12,-2,3,5,3,4,0,1,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
3,79000025,7656119895493496,11,0,1,7,18,0,-11,0.40,27.3,86%,36.4%,0.26,10,0,29.2s,30,-3,0,3,0,2,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,4
4,79000025,7656119813045198,11,0,1,6,20,7,-14,0.30,62.5,50%,54.5%,0.45,2,0,1.8s,3,-1,1,2,0,2,1,0,1,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5,79000025,7656119904309095,16,1,2,25,7,2,18,3.60,97.8,48%,86.4%,1.84,5,0,0.8s,142,2,4,2,2,1,2,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2,7,5
6,79000025,7656119821929036,17,1,2,24,11,5,13,2.20,117.2,46%,95.5%,1.84,6,0,13.6s,157,3,4,1,0,0,4,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,7
7,79000025,7656119914854715,16,1,2,17,11,2,6,1.50,90.3,65%,86.4%,1.40,43,1,74.3s,91,0,1,1,0,1,1,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,7
8,79000025,7656119894866231,17,0,2,19,11,3,8,1.70,99.4,32%,86.4%,1.51,30,1,83.1s,163,3,4,1,0,1,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,10
9,79000025,7656119839380340,17,0,2,12,17,3,-5,0.70,57.1,50%,68.2%,0.82,12,0,24.7s,16,0,2,2,1,1,1,1,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6
0,79000024,7656119811562456,11,0,1,16,9,2,7,1.80,102,44%,87.5%,1.61,2,0,4.9s,92,1,2,1,1,1,1,0,3,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,2,8
1,79000024,7656119904509893,10,0,1,13,10,5,3,1.30,104.9,31%,81.3%,1.40,7,0,19.5s,51,-1,1,2,0,2,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,2,6
2,79000024,7656119818521786,10,0,1,9,9,4,0,1.00,63.2,44%,62.5%,0.94,21,0,32.9s,240,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2
3,79000024,7656119822903624,10,0,1,10,11,2,-1,0.90,50,50%,75%,0.96,14,1,50.2s,36,-1,1,2,1,1,0,1,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4
4,79000024,7656119905722298,10,0,1,6,8,3,-2,0.80,55.7,50%,50%,0.69,15,0,28.9s,46,2,4,2,1,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5,79000024,7656119832444224,10,0,2,10,9,1,1,1.10,65.6,20%,62.5%,0.98,0,0,0s,19,-1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
6,79000024,7656119880074411,11,0,2,12,11,4,1,1.10,93.9,25%,75%,1.23,25,1,58.2s,69,0,1,1,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
7,79000024,7656119880232180,10,0,2,9,9,2,0,1.00,70.8,44%,56.3%,0.90,1,0,1s,61,2,3,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
8,79000024,7656119914132384,11,0,2,11,13,1,-2,0.80,72.6,64%,68.8%,0.97,1,0,0.5s,16,3,4,1,3,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,7
9,79000024,7656119902545143,8,0,2,4,13,2,-9,0.30,30.4,75%,43.8%,0.28,3,0,9.6s,49,-4,0,4,0,2,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
0,79000023,7656119834625344,12,0,s,23,19,1,4,1.20,84.1,30%,62.5%,1.20,10,0,29.7s,130,0,3,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,8
1,79000023,7656119898860267,11,0,s,16,18,6,-2,0.90,110.1,50%,58.3%,1.05,26,0,51.6s,532,1,3,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,8
2,79000023,7656119802591697,11,0,s,13,20,1,-7,0.70,62.3,92%,37.5%,0.57,5,0,14.8s,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,3,3
3,79000023,7656119820241648,12,0,s,14,19,0,-5,0.70,58.5,36%,58.3%,0.76,0,0,0s,0,-2,3,5,1,3,2,2,3,3,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,3,8
4,79000023,7656119844491076,12,0,s,7,14,1,-7,0.50,34.6,71%,45.8%,0.46,12,0,43.9s,0,-2,1,3,1,3,0,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,2
5,79000023,7656119798151123,13,0,s,29,13,3,16,2.20,115.5,34%,83.3%,1.82,34,2,88.4s,193,2,3,1,1,1,2,0,5,2,0,1,0,1,0,0,1,0,0,1,0,0,3,2,0,1,6,4
6,79000023,7656119816898210,13,0,s,23,11,1,12,2.10,81.7,35%,75%,1.47,9,0,8.4s,73,1,2,1,1,0,1,1,6,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,7,9
7,79000023,7656119797880965,11,0,s,13,17,4,-4,0.80,66.4,15%,66.7%,0.87,14,0,43.3s,389,-2,2,4,0,2,2,2,1,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,2,5
8,79000023,7656119796038040,12,0,s,15,17,6,-2,0.90,88.8,33%,70.8%,1.06,27,0,49.4s,103,4,5,1,2,0,3,1,2,5,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,9
9,79000023,7656119833184472,12,1,s,9,16,4,-7,0.60,49.4,44%,62.5%,0.67,0,0,0s,0,-3,1,4,0,2,1,2,0,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,5
0,79000021,7656119805506302,4,-1,1,8,10,0,-2,0.80,56.4,38%,46.2%,0.71,0,0,0s,3,-1,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
1,79000021,7656119827424091,5,-1,1,9,11,2,-2,0.80,94.6,22%,69.2%,1.04,2,0,8.1s,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
2,79000021,7656119818966711,2,-1,1,8,11,1,-3,0.70,63.4,25%,53.8%,0.75,5,0,8.4s,0,0,1,1,0,0,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
3,79000021,7656119797559030,4,-1,1,7,12,2,-5,0.60,70.6,71%,46.2%,0.62,14,0,31s,1,-3,1,4,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4
4,79000021,7656119814738683,4,0,1,3,11,3,-8,0.30,36.8,33%,53.8%,0.35,9,0,8.6s,0,-1,1,2,0,2,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
5,79000021,7656119810027363,4,0,2,15,7,2,8,2.10,105.4,20%,92.3%,1.81,0,0,0s,59,2,3,1,1,0,2,1,2,4,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6,3
6,79000021,7656119820256045,5,0,2,12,5,3,7,2.40,92.8,25%,84.6%,1.60,0,0,0s,105,1,1,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
7,79000021,7656119810739620,4,0,2,8,6,0,2,1.30,53.5,50%,92.3%,1.20,4,0,6.1s,0,0,1,1,0,1,1,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5
8,79000021,7656119835407845,6,0,2,12,11,7,1,1.10,117.5,50%,84.6%,1.47,0,0,0s,8,1,2,1,0,1,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
9,79000021,7656119816307914,5,0,2,7,6,1,1,1.20,63.8,29%,61.5%,0.95,0,0,0s,26,1,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4
