,Player ID
191,76561198060130555
192,76561198257821207
193,76561198895364229
194,76561198152351771
195,76561199113033718
196,76561198800779572
197,76561199073921801
198,76561198087158364
199,76561198839647221
200,76561199166728678
201,76561199160398567
202,76561198185095331
203,76561198180710163
204,76561198139696428
205,76561198967423703
206,76561198915016770
207,76561199379764953
208,76561198939335947
209,76561198838864912
210,76561198002487651
211,76561199384763078
212,76561198840655112
213,76561198260432031
214,76561199146197722
215,76561199190436167
216,76561198840149441
217,76561198207713213
218,76561198988147145
219,76561198071142304
220,76561198939081067
221,76561198152552052
222,76561198220660484
223,76561199069901898
224,76561198091131287
225,76561198005741735
226,76561199002621534
227,76561198137074178
228,76561199197957581
229,76561198135102912
230,76561197966901621
231,76561198314081079
232,76561198126712773
233,76561198312746485
234,76561199266193056
235,76561199127128746
236,76561199265526109
237,76561198041312606
238,76561199031632940
239,76561198265957017
240,76561199166572485
241,76561199023728620
242,76561198819781215
243,76561198250989504
244,76561198054641611
245,76561198309265997
246,76561199027278197
247,76561198282916048
248,76561198358951357
249,76561198108135435
250,76561198065340802
251,76561199182373413
252,76561198192415141
253,76561198007176765
254,76561198208604951
255,76561198153215050
256,76561198986878697
257,76561198159818753
258,76561198447198961
259,76561198072140240
260,76561197972905954
261,76561198074151718
262,76561198075184145
263,76561198068007029
264,76561198275266586
265,76561198150710091
266,76561198415925627
267,76561198865401808
268,76561198146783392
269,76561198382377717
270,76561199006702365
271,76561198357658489
272,76561199169516358
273,76561199040030738
274,76561199201454582
275,76561198167275873
276,76561198424810110
277,76561198152387782
278,76561198081811779
279,76561198130223431
280,76561198434807474
281,76561198303048428
282,76561199188615650
283,76561198141155685
284,76561199219619895
285,76561198396036883
286,76561199192250570
287,76561198084818715
288,76561198289681225
289,76561198318374438
290,76561197996920467
291,76561199385405316
292,76561198361304517
293,76561198167196389
294,76561198177629413
295,76561198267659622
296,76561199246712014
297,76561198831604118
298,76561198195727774
299,76561198127873182
300,76561198071756100
301,76561198196102314
302,76561198798559891
303,76561198078572857
304,76561199137516082
305,76561198168580204
306,76561198057128774
307,76561199027693282
308,76561198238686334
309,76561197970913948
310,76561198271544554
311,76561199135046664
312,76561199032277738
313,76561198061355741
314,76561198119737355
315,76561199115401752
316,76561198113798225
317,76561199116652466
318,76561198134851623
319,76561197967723382
320,76561198431818091
321,76561198291878955
322,76561198116772804
323,76561198018293497
324,76561198812835746
325,76561198075758921
326,76561198041885958
327,76561199050228165
328,76561198973454986
329,76561198336456081
330,76561198403643348
331,76561199122778371
332,76561197960305527
333,76561198299675168
334,76561197960391215
335,76561197986232309
336,76561198008708546
337,76561199011165586
338,76561197975772538
339,76561199133979956
340,76561197981112905
341,76561198336940597
342,76561198168679969
343,76561198993321353
344,76561198273604516
345,76561198442701167
346,76561198161510622
347,76561199201255742
348,76561199277522690
349,76561198286494308
350,76561199148098645
351,76561198170889558
352,76561198346349817
353,76561198433751213
354,76561198018776374
355,76561198055425446
356,76561198357114176
357,76561198938550846
358,76561199224611954
359,76561198372164645
360,76561198419884028
361,76561198064412835
362,76561198882356465
363,76561198151204453
364,76561199385516266
365,76561198862927923
366,76561198802044076
367,76561198244123100
368,76561198819903156
369,76561198155795104
370,76561198037609434
371,76561198341106984
372,76561198154429475
373,76561198302518806
374,76561198018725322
375,76561198078410869
376,76561199028890460
377,76561198177932981
378,76561198098265594
379,76561198027125578
380,76561198089390776
381,76561199063481023
382,76561198115912784
383,76561198087074970
384,76561199131249785
385,76561199154403397
386,76561199310327655
387,76561198799312017
388,76561199074553825
389,76561198120209388
390,76561198078987323
391,76561198990611469
392,76561199229478508
393,76561198827766883
394,76561198088932844
395,76561198975299535
396,76561197981910990
397,76561199232222120
398,76561198097843545
399,76561199262983656
400,76561198089045882
401,76561198045374731
402,76561198834447116
403,76561198347165255
404,76561197984909047
405,76561197986040168
406,76561198073331901
407,76561199028067653
408,76561198031553555
409,76561198106005246
410,76561198044458237
411,76561199032604709
412,76561199185464151
413,76561198151181095
414,76561198057411849
415,76561198051281038
416,76561198880498620
417,76561199081213333
418,76561199048168611
419,76561198985345706
420,76561198185466218
421,76561198220126261
422,76561198136961302
423,76561198087268097
424,76561198010359824
425,76561198173964441
426,76561198977274045
427,76561198185617375
428,76561199054783256
429,76561198314185244
430,76561198401342577
431,76561198145807457
432,76561198991637511
433,76561198096555518
434,76561198089727933
435,76561198822654617
436,76561199039634982
437,76561198360353771
438,76561199020729184
439,76561198094949593
440,76561198795547930
441,76561198225584164
442,76561198362427497
443,76561199078003125
444,76561198167462977
445,76561198865931672
446,76561198070256218
447,76561198966077433
448,76561198261544175
449,76561199012891773
450,76561198116865382
451,76561199226853738
452,76561198363430734
453,76561198237106076
454,76561198097518972
455,76561198339894830
456,76561199094774363
457,76561198052518224
458,76561198190351827
459,76561198218828445
460,76561198157296374
461,76561199099266019
462,76561198277575765
463,76561198276737858
464,76561198986544384
465,76561199040902998
466,76561198129724348
467,76561199208403566
468,76561198219743027
469,76561198029237574
470,76561198972468805
471,76561199107205675
472,76561199011564974
473,76561198120009740
474,76561198995148615
475,76561198984975833
476,76561198303928620
477,76561198198649953
478,76561197971031757
479,76561197982150237
480,76561198408353262
481,76561198060812833
482,76561198301592557
483,76561198271493409
484,76561198107545044
485,76561198049675897
486,76561199209572264
487,76561199086417786
488,76561197995049632
489,76561199134703174
490,76561198024278249
491,76561198121005770
492,76561198198503042
493,76561198797239874
494,76561198365434035
495,76561198172004230
496,76561198982903831
497,76561198152175699
498,76561198067336402
499,76561198079695714
500,76561197996336510
501,76561198142226428
502,76561198414509486
503,76561199087587211
504,76561198285408623
505,76561198255606904
506,76561198054843372
507,76561198177077258
508,76561198991501554
509,76561198840273445
510,76561198355411335
511,76561198160906422
512,76561198256796282
513,76561198199900447
514,76561198125650863
515,76561198417521337
516,76561198813800804
517,76561199107287020
518,76561198088157180
519,76561198325031770
520,76561199029208401
521,76561198095960219
522,76561199274550151
523,76561198994486058
524,76561198167550526
525,76561197961301740
526,76561198326349786
527,76561198066274888
528,76561198007145617
529,76561199124422545
530,76561198066541482
531,76561198057034549
532,76561198037936796
533,76561198271310391
534,76561198881419516
535,76561198391583513
536,76561199141694701
537,76561198994768962
538,76561199041406300
539,76561199120915434
540,76561197975097445
541,76561197961947812
542,76561198980067763
543,76561199068088933
544,76561199121347713
545,76561198192930871
546,76561198017303754
547,76561198105593900
548,76561199109814401
549,76561198969626290
550,76561198087819951
551,76561198969106779
552,76561199067093207
553,76561198874179484
554,76561198078779567
555,76561199008848284
556,76561198084861004
557,76561198338797074
558,76561198873303607
559,76561198968206547
560,76561199045873746
561,76561199113574765
562,76561198851449715
563,76561198236826414
564,76561198168500979
565,76561198202771279
566,76561198877739949
567,76561199008387570
568,76561199225599549
569,76561198333454308
570,76561198136322689
571,76561198202132635
572,76561199012571552
573,76561198105495909
574,76561198279735879
575,76561198223254844
576,76561197963054016
577,76561197986190374
578,76561198970061453
579,76561198200137323
580,76561199175716373
581,76561198243362170
582,76561197999199662
583,76561199008264909
584,76561198439604119
585,76561198375042774
586,76561199226974472
587,76561199123297286
588,76561198842535203
589,76561199004433238
590,76561199115175881
591,76561198379990797
592,76561197986955721
593,76561198220032032
594,76561198332759215
595,76561198376116652
596,76561198162657271
597,76561199030741525
598,76561198162779568
599,76561198283556684
600,76561198813042067
601,76561198052894767
602,76561198002561070
603,76561198888916052
604,76561198893916422
605,76561198184200617
606,76561198961745521
607,76561198163053348
608,76561198301651737
609,76561198067317558
610,76561198325247212
611,76561197964813697
612,76561198381433507
613,76561198858895394
614,76561198069489509
615,76561199072412699
616,76561199061157620
617,76561199108964068
618,76561198349515845
619,76561198861970050
620,76561197995812022
621,76561198144327930
622,76561198394018524
623,76561199074392943
624,76561198002511385
625,76561198208023013
626,76561198357689271
627,76561198880863641
628,76561197960488803
629,76561198007750555
630,76561198246622578
631,76561198137598945
632,76561197979779254
633,76561199062239503
634,76561199014545165
635,76561198156601204
636,76561198172248947
637,76561197979712512
638,76561199219563918
639,76561198063461415
640,76561198013202618
641,76561198319363831
642,76561198303374393
643,76561197960400989
644,76561199041793041
645,76561198313293581
646,76561198401042985
647,76561198127964748
648,76561199266699244
649,76561198966800370
650,76561199021615585
651,76561198001904154
652,76561197985573191
653,76561198261338711
654,76561198126087172
655,76561198101336953
656,76561197984552847
657,76561198130204516
658,76561198861209931
659,76561198803729181
660,76561199143379077
661,76561198266009932
662,76561198039255613
663,76561198111810759
664,76561198003166139
665,76561198434099068
666,76561198998562309
667,76561198287003890
668,76561197963843663
669,76561198014958299
670,76561197960279203
671,76561198124667446
672,76561198252636312
673,76561198013570875
674,76561198154776307
675,76561197997836647
676,76561199183712166
677,76561198124517726
678,76561198965197162
679,76561199085910099
680,76561198350584131
681,76561198179388834
682,76561198349953882
683,76561199098621513
684,76561198871227529
685,76561198284035817
686,76561199122122385
687,76561198199599446
688,76561198088272634
689,76561198233584416
690,76561198798104615
691,76561198012656857
692,76561198124252752
693,76561198011517798
694,76561199058638547
695,76561198130120636
696,76561198252530194
697,76561199277420929
698,76561197983151665
699,76561198297750318
700,76561198814040270
701,76561198151078312
702,76561199195896387
703,76561198286807318
704,76561198172210334
705,76561198836619055
706,76561198059937348
707,76561197966587234
708,76561197981321421
709,76561198041546958
710,76561198846229268
711,76561198201219061
712,76561198001851773
713,76561198117823339
714,76561199098994927
715,76561197992487834
716,76561198052976438
717,76561198354394932
718,76561199039924420
719,76561198151534387
720,76561198113850754
721,76561199071905073
722,76561198347282774
723,76561198972214994
724,76561198347891347
725,76561198022091972
726,76561197983957802
727,76561198129859398
728,76561197976515518
729,76561198800028317
730,76561198309562962
731,76561197985630935
732,76561198170193147
733,76561198055760414
734,76561198170848810
735,76561198196240663
736,76561198977828279
737,76561198441623252
738,76561198116430486
739,76561198272916650
740,76561198015298272
741,76561198980620005
742,76561198008292809
743,76561198261875186
744,76561199173313063
745,76561198022574406
746,76561198018110256
747,76561199195784519
748,76561199211178489
749,76561199025534209
750,76561198874538456
751,76561198401159711
752,76561198133548026
753,76561198850552129
754,76561198832184362
755,76561198978583661
756,76561198181422321
757,76561199217772327
758,76561198313147740
759,76561197988825673
760,76561198253310022
761,76561198303100905
762,76561198078488824
763,76561198430148404
764,76561198377870664
765,76561198846961487
766,76561198078045239
767,76561198091133499
768,76561199162932740
769,76561198330249317
770,76561199384782049
771,76561198227556608
772,76561198026326994
773,76561198098729183
774,76561199213949778
775,76561199123673738
776,76561199208494038
777,76561198245340880
778,76561199184402794
779,76561198136091190
780,76561198094184732
781,76561198320581870
782,76561198040572885
783,76561198034412173
784,76561198123738967
785,76561198118755008
786,76561198951630609
787,76561198059251590
788,76561198050826348
789,76561198039053207
790,76561198204384772
791,76561198145966697
792,76561197967538779
793,76561198160765321
794,76561197987496522
795,76561198115802121
796,76561198356427479
797,76561198874088578
798,76561199088507456
799,76561198416376223
800,76561199193934315
801,76561198995046101
802,76561198400079766
803,76561198870583841
804,76561199261140480
805,76561198086768514
806,76561198317926368
807,76561198448770511
808,76561198126347406
809,76561198447946936
810,76561199105974185
811,76561199083605527
812,76561198238650260
813,76561198282339081
814,76561198259822106
815,76561198292028368
816,76561199071091603
817,76561198028764062
818,76561198815501864
819,76561199060277681
820,76561198974373910
821,76561198040746341
822,76561199129388224
823,76561198170746209
824,76561198182490079
825,76561199386066398
826,76561198960108506
827,76561198838764294
828,76561197976041493
829,76561198295526811
830,76561199021693781
831,76561198085972816
832,76561198998019087
833,76561198067154870
834,76561197960480816
835,76561199067715098
836,76561197972545725
837,76561198942248580
838,76561198870318113
839,76561198297921187
840,76561198013377724
841,76561197988629101
842,76561198387879625
843,76561199194222583
844,76561199102969361
845,76561199034555491
846,76561199049237471
847,76561199093386026
848,76561198348634004
849,76561198278965573
850,76561198089704039
851,76561199389102007
852,76561198019930463
853,76561198040995061
854,76561199107874139
855,76561198098415301
856,76561198078053134
857,76561198087208225
858,76561199224879485
859,76561198859152803
860,76561199224747070
861,76561198078474385
862,76561198448967244
863,76561198356747116
864,76561199034146777
865,76561198803252294
866,76561198225334096
867,76561198081769760
868,76561198030504991
869,76561198971530424
870,76561198074745467
871,76561198189055781
872,76561198355038741
873,76561198109576866
874,76561198174537837
875,76561198215726952
876,76561198979938922
877,76561198109710046
878,76561199132726167
879,76561198309600404
880,76561198214475653
881,76561198958712787
882,76561199178075814
883,76561198369922378
884,76561198868759513
885,76561198300064521
886,76561199384384886
887,76561198131085804
888,76561199385703240
889,76561198244447320
890,76561198028482900
891,76561198192099502
892,76561198138120807
893,76561198119196143
894,76561198046309668
895,76561198928875228
896,76561198112525828
897,76561198954893655
898,76561198036518298
899,76561199212891396
900,76561199168919525
901,76561197987139285
902,76561199080227407
903,76561198393526994
904,76561199242006278
905,76561198967609744
906,76561198180180722
907,76561197962868683
908,76561198087413750
909,76561198203549744
910,76561199124489183
911,76561198116306994
912,76561198196082766
913,76561198431438744
914,76561198338243504
915,76561197988908722
916,76561198347950657
917,76561197961134654
918,76561198050829046
919,76561198017521085
920,76561198298752945
921,76561198131867828
922,76561198054300804
923,76561197998376589
924,76561198022596369
925,76561198015345738
926,76561198120636739
927,76561198061783116
928,76561198109293725
929,76561198115980105
930,76561198065929741
931,76561198872485932
932,76561198342776123
933,76561198251983048
934,76561198191587639
935,76561198020761949
936,76561198434268095
937,76561198236347462
938,76561199248292553
939,76561198114016865
940,76561199387615707
941,76561198306105888
942,76561199032882617
943,76561198994400451
944,76561198388747100
945,76561199076680354
946,76561199091757475
947,76561199181414441
948,76561198155003395
949,76561198168896598
950,76561199046087840
951,76561199059449980
952,76561198332940607
953,76561198886333325
954,76561199239484271
955,76561198116064073
956,76561198086002485
957,76561198169870726
958,76561198442812045
959,76561198305810252
960,76561198206713069
961,76561198913462327
962,76561198054474524
963,76561198258271545
964,76561198419162362
965,76561198852263932
966,76561198270284904
967,76561198353335593
968,76561199036200726
969,76561198388700239
970,76561198139849877
971,76561198231017816
972,76561198443047452
973,76561197961443287
974,76561198099813183
975,76561198399491539
976,76561199122814933
977,76561199031065651
978,76561198210244839
979,76561198060765069
980,76561198046087848
981,76561198082869517
982,76561198811157505
983,76561198194017470
984,76561198214383763
985,76561198844581563
986,76561197999155004
987,76561198080924666
988,76561199209628052
989,76561199236891238
990,76561197965163433
991,76561198095349045
992,76561198403140710
993,76561198031522930
994,76561198149128241
995,76561197972358828
996,76561198252192692
997,76561198371387221
998,76561198155426508
999,76561198268811253
1000,76561198076779679
1001,76561198162845648
1002,76561198461560695
1003,76561198977537980
1004,76561198049779127
1005,76561198980397723
1006,76561198046222561
1007,76561198268883335
1008,76561198109775951
1009,76561198023414143
1010,76561198825848140
1011,76561198275329928
1012,76561198125408305
1013,76561199063408590
1014,76561198036451053
1015,76561197967827372
1016,76561199017020797
1017,76561198092545069
1018,76561198096677833
1019,76561198055687822
1020,76561197997126117
1021,76561199014599959
1022,76561199061214844
1023,76561198134916521
1024,76561198063908387
1025,76561199195925585
1026,76561198125072880
1027,76561198163056899
1028,76561197998280345
1029,76561198829112997
1030,76561197961824867
1031,76561199045564710
1032,76561197978600601
1033,76561197962433849
1034,76561197980397759
1035,76561197978499844
1036,76561197962179414
1037,76561198036476789
1038,76561198050935271
1039,76561197991282495
1040,76561198055357667
1041,76561198180631122
1042,76561198257264014
1043,76561198980174692
1044,76561199199960698
1045,76561198206915343
1046,76561198376428846
1047,76561198123252349
1048,76561198993021810
1049,76561198368936500
1050,76561198837166893
1051,76561198045144172
1052,76561198173855553
1053,76561198370183150
1054,76561198404323293
1055,76561198017763442
1056,76561198356245329
1057,76561198203220790
1058,76561198374229387
1059,76561199015532438
1060,76561199104376290
1061,76561198800022889
1062,76561198001100753
1063,76561197985069424
1064,76561198386679829
1065,76561198875683261
1066,76561199116981773
1067,76561198023264951
1068,76561198004600167
1069,76561197994983574
1070,76561198985446764
1071,76561198999667277
1072,76561198403109018
1073,76561198255127096
1074,76561198129516493
1075,76561198172343259
1076,76561198295045305
1077,76561198159049036
1078,76561198386554506
1079,76561198151681517
1080,76561199037957621
1081,76561198189606477
1082,76561198232564124
1083,76561198382457076
1084,76561198154051131
1085,76561199246400741
1086,76561199167132571
1087,76561199385341847
1088,76561198941358076
1089,76561198449886621
1090,76561199273984577
1091,76561198424573667
1092,76561199167183521
1093,76561198202021712
1094,76561198019420333
1095,76561199394029815
1096,76561198448161964
1097,76561198197579795
1098,76561198889762598
1099,76561198240400522
1100,76561198116920408
1101,76561198141009687
1102,76561198162925058
1103,76561198091189053
1104,76561197964891323
1105,76561198110940181
1106,76561198176068382
1107,76561198868934601
1108,76561198043167998
1109,76561198406052225
1110,76561198064863190
1111,76561198354967824
1112,76561198887384577
1113,76561198851149895
1114,76561198144148005
1115,76561198071731088
1116,76561197988081159
1117,76561198363155541
1118,76561198995120969
1119,76561198876023474
1120,76561198988928314
1121,76561198220360507
1122,76561199004965147
1123,76561198015655498
1124,76561198398329803
1125,76561198068248956
1126,76561198995983237
1127,76561199035669919
1128,76561198338435396
1129,76561198216802784
1130,76561198121335646
1131,76561198070597478
1132,76561198116966093
1133,76561198033490662
1134,76561198997611858
1135,76561197983902741
1136,76561197966305147
1137,76561198342956111
1138,76561199039559400
1139,76561198805441746
1140,76561198153128114
1141,76561198245300720
1142,76561198285066462
1143,76561198024537928
1144,76561199020930514
1145,76561198324250470
1146,76561198408333815
1147,76561198212266116
1148,76561198327240243
1149,76561197960326432
1150,76561199004123331
1151,76561198804557893
1152,76561198404739141
1153,76561198975845973
1154,76561199349140111
1155,76561198799608359
1156,76561198306392926
1157,76561198087652873
1158,76561198377530174
1159,76561198122233600
1160,76561198072508791
1161,76561198296636944
1162,76561198148848650
1163,76561198156240827
1164,76561198069386396
1165,76561198988222254
1166,76561198264022796
1167,76561199035657659
1168,76561198159372239
1169,76561198283291008
1170,76561199074411269
1171,76561198028434390
1172,76561198348540793
1173,76561198192459523
1174,76561198861085860
1175,76561198067184236
1176,76561199146642993
1177,76561198993304504
1178,76561197990771346
1179,76561198870573455
1180,76561199055341693
1181,76561198247935844
1182,76561197993316790
1183,76561197996456241
1184,76561198831622656
1185,76561199194561860
1186,76561198112012507
1187,76561199379839448
1188,76561199072546815
1189,76561197964627087
1190,76561198837973691
1191,76561199022438740
1192,76561198178626221
1193,76561199243410417
1194,76561198131405196
1195,76561198056596204
1196,76561198247290564
1197,76561198967946778
1198,76561198208002935
1199,76561198856820793
1200,76561197964995318
1201,76561198117151201
1202,76561198052884897
1203,76561197972545522
1204,76561198399472939
1205,76561198947573390
1206,76561198130208038
1207,76561198063985212
1208,76561198975444272
1209,76561197995152169
1210,76561198420050563
1211,76561198180870211
1212,76561198335281103
1213,76561198262421526
1214,76561198321696227
1215,76561198865955658
1216,76561198365993748
1217,76561199162385196
1218,76561198343102597
1219,76561198961511809
1220,76561198387028181
1221,76561198159710651
1222,76561198006576911
1223,76561198269131613
1224,76561199046952577
1225,76561198236591380
1226,76561198801111341
1227,76561198207242639
1228,76561198006235209
1229,76561198829520793
1230,76561198323891852
1231,76561198121562721
1232,76561198427000449
1233,76561198863564226
1234,76561198303348932
1235,76561198203522104
1236,76561197969064305
1237,76561198030691255
1238,76561198139217057
1239,76561199053348757
1240,76561198982023951
1241,76561198271707715
1242,76561199074930505
1243,76561198130872726
1244,76561198376553475
1245,76561198341243384
1246,76561198033157755
1247,76561198400525638
1248,76561198067721953
1249,76561198175141878
1250,76561198128510289
1251,76561198135926683
1252,76561199109093258
1253,76561198964402594
1254,76561199105939675
1255,76561197962120718
1256,76561198176878097
1257,76561198195268694
1258,76561198076530971
1259,76561197995689673
1260,76561199128263733
1261,76561199017057822
1262,76561198349730381
1263,76561198180062683
1264,76561198022430078
1265,76561198219236332
1266,76561198176489435
1267,76561198035236847
1268,76561199272434551
1269,76561197972598926
1270,76561198030496278
1271,76561198145268168
1272,76561199276492356
1273,76561199387551191
1274,76561198837750253
1275,76561198004476101
1276,76561198083724810
1277,76561198056462513
1278,76561198368026160
1279,76561197972327432
1280,76561199014465058
1281,76561199199039839
1282,76561198241439206
1283,76561198389898393
1284,76561198036684407
1285,76561198067587044
1286,76561199207804373
1287,76561197994788811
1288,76561199139359931
1289,76561198955856382
1290,76561198026226885
1291,76561198077891673
1292,76561198177793563
1293,76561198083522814
1294,76561198105064410
1295,76561199077843952
1296,76561199164134608
1297,76561199231191181
1298,76561198379957722
1299,76561198246079002
1300,76561198330422542
1301,76561198199943787
1302,76561198361632041
1303,76561198338430333
1304,76561198179048918
1305,76561198134345486
1306,76561198193706565
1307,76561198063816340
1308,76561198371336144
1309,76561198017991959
1310,76561198400219963
1311,76561198978614968
1312,76561198373650137
1313,76561198125932731
1314,76561198082028907
1315,76561198062864150
1316,76561198207832951
1317,76561198405829901
1318,76561199018058118
1319,76561197994001714
1320,76561199184042267
1321,76561198079245585
1322,76561198233287540
1323,76561198058481008
1324,76561197987027486
1325,76561198003173238
1326,76561198121279264
1327,76561199040677617
1328,76561199244674264
1329,76561198137343196
1330,76561198083590037
1331,76561198885374716
1332,76561197972304030
1333,76561198125768776
1334,76561198405251536
1335,76561198283433394
1336,76561198402101093
1337,76561198263045045
1338,76561198352963689
1339,76561199072265508
1340,76561198994203470
1341,76561198234155328
1342,76561198065317034
1343,76561198819022138
1344,76561198355782545
1345,76561198004517449
1346,76561198318984482
1347,76561198202035317
1348,76561197967475262
1349,76561198260125388
1350,76561198031084808
1351,76561198145009724
1352,76561198015606566
1353,76561198998273115
1354,76561199311767186
1355,76561198245659228
1356,76561198811368343
1357,76561198080336626
1358,76561198340155437
1359,76561198075713290
1360,76561198135065024
1361,76561199120560380
1362,76561198138015259
1363,76561198846614293
1364,76561198012118209
1365,76561199059973820
1366,76561198017553990
1367,76561198296453159
1368,76561198852844556
1369,76561198223684516
1370,76561198242190912
1371,76561198121935611
1372,76561198248398944
1373,76561198125376409
1374,76561198812776086
1375,76561198825580800
1376,76561198212805047
1377,76561198931904372
1378,76561197967765157
1379,76561198065773062
1380,76561198255192156
1381,76561199225229009
1382,76561197965957574
1383,76561198114602401
1384,76561199231179614
1385,76561198376191834
1386,76561198101010100
1387,76561198208156597
1388,76561198169419429
1389,76561198849383931
1390,76561198002704922
1391,76561198149028746
1392,76561198120893635
1393,76561199024884528
1394,76561198156502253
1395,76561198092094355
1396,76561198209701161
1397,76561198221757120
1398,76561198144803674
1399,76561198037957090
1400,76561199161676255
1401,76561198292756380
1402,76561198097145027
1403,76561198042415807
1404,76561199392101651
1405,76561198019855266
1406,76561197992014866
1407,76561198862292394
1408,76561199087136059
1409,76561198347109554
1410,76561199122013343
1411,76561198952923831
1412,76561199212763938
1413,76561199006747062
1414,76561198803454684
1415,76561198843109131
1416,76561198372825036
1417,76561197985457489
1418,76561199041903835
1419,76561198985523865
1420,76561197991883265
1421,76561198406851816
1422,76561198323400975
1423,76561198030905633
1424,76561197985820711
1425,76561198331317169
1426,76561198041889558
1427,76561198253569293
1428,76561198150462870
1429,76561198196355349
1430,76561198062971139
1431,76561198318314325
1432,76561198188852813
1433,76561198165123669
1434,76561198948282367
1435,76561199023040735
1436,76561199055266438
1437,76561198161802290
1438,76561198051698968
1439,76561198202452272
1440,76561198144584080
1441,76561198083471850
1442,76561198994328022
1443,76561198356695362
1444,76561198271994171
1445,76561198144725695
1446,76561198447430988
1447,76561198056191838
1448,76561198988240046
1449,76561198395510742
1450,76561198157211640
1451,76561198498819715
1452,76561198877317303
1453,76561199112187702
1454,76561198311550688
1455,76561198138858714
1456,76561199381614599
1457,76561198230834984
1458,76561197989277633
1459,76561198036350402
1460,76561198066473566
1461,76561198348612024
1462,76561198964641085
1463,76561198432258774
1464,76561198877194947
1465,76561198295389497
1466,76561198131964919
1467,76561198075943492
1468,76561198393697861
1469,76561198090284744
1470,76561198331314880
1471,76561198145007320
1472,76561198391448763
1473,76561198297638287
1474,76561199067448227
1475,76561199048317972
1476,76561198141339810
1477,76561199213275960
1478,76561199174228644
1479,76561198108480008
1480,76561198036080397
1481,76561198113675335
1482,76561198302489453
1483,76561198009925807
1484,76561198052264985
1485,76561197990891292
1486,76561198361807925
1487,76561198341923856
1488,76561199086831347
1489,76561197999857301
1490,76561198058155842
1491,76561198383311820
1492,76561199025737681
1493,76561198046355980
1494,76561198310394483
1495,76561198250474188
1496,76561199053885403
1497,76561198055323025
